VENDOR_NAME,VENDOR_NBR,SKU_NBR,DC_ID,PO_NBR,FISCAL_WEEK_NBR,MDSE_GRP_DSC,DIRECTOR,CAT_NBR,CATEGORY,SKU_DSC,DNP_RANKING,COMBINED_ACTION,COMBINED_CAUSE,ACTION_TAKEN_ON_TIME,FILL_RATE_ISSUE,SUM_ORDERED,SUM_RCVD,FILL_RATE,FILL_RATE_WK_1,FILL_RATE_WK_2,FILL_RATE_WK_3,FILL_RATE_WK_4,FILL_RATE_WK_5,FILL_RATE_WK_6,FILL_RATE_WK_7,VENDOR_ISSUE,OOS_LIKELY,LATE_ISSUE,STA_DT,REQUESTED_DT,APPT_DT,TRAILER_ARRIVE_DT,RECEIVED_DT,RECEIPT_DELAY_DAYS,RECEIPT_DELAY_WK_1_AGO,RECEIPT_DELAY_WK_2_AGO,RECEIPT_DELAY_WK_3_AGO,RECEIPT_DELAY_WK_4_AGO,DC_BOH_QTY,STORE_BOH_QTY,ON_WITHDRAWAL_QTY,TOTAL_WEEKS_OF_SUPPLY,IN_STOCK_PERCENT,STORE_IN_STOCK_PCT,ACTIVE_IND,DISCON_IND,OOS_LIKELY2,AVG_FILL_RATE_4WK,AVG_RECEIPT_DELAY_4WK,AVG_FILL_RATE_8WK,AVG_RECEIPT_DELAY_8WK,SKU_AVG_MARGIN,TOTAL_UNITS_ORDERED,STORE_COUNT
SYNCO,67441,65985,NY,32262,202538,CONSUMER HEALTH CARE,NATASHA ROMANOV,3,COLD & ALLERGY,Eye Drops 0.5oz,Top 50%,Vendor Outreach,Weather delay,N,N,500,476,95.3,90.4,83.6,100,89.9,100,95.0,100,Y,N,Y,2025-09-08,2025-09-06,2025-09-06,2025-09-09,2025-09-11,7.1,6.4,12.1,11.7,12.7,171,1278,92,24.12,0.897,0.862,A,N,N,91.0,10.7,93.6,9.9,0.4939,500,148
ULTRAMED,75012,58380,OH,32263,202536,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Antacid Tablet 100ct,Bottom 50%,Vendor Outreach,Manufacturing shortage,N,N,125,112,89.8,83.9,79.9,97.9,91.8,80.9,99.4,94.1,N,N,N,2025-08-23,2025-08-22,2025-08-23,2025-08-24,2025-08-25,4.7,6.3,6.8,8.3,8.4,355,897,170,31.71,0.7401,0.7845,A,N,N,88.4,7.5,90.3,6.6,0.3424,125,262
BIOMED,48902,40161,NY,32264,202540,CONSUMER HEALTH CARE,PETER PARKER,2,VITAMINS & SUPPLEMENTS,Nasal Spray 0.5oz,Top 50%,Vendor Outreach,Low fill rate (<85%),,Y,447,315,70.5,70.4,58.0,70.6,71.1,72.0,70.4,51.7,Y,Y,N,2025-08-09,2025-08-08,2025-08-09,2025-08-09,2025-08-11,4.4,1.7,6.8,2.9,7.4,497,1957,215,27.28,0.397,0.4298,A,N,Y,67.5,4.7,66.0,5.7,0.1119,447,227
AKZE,32274,23894,NC,32265,202536,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Sunscreen SPF50 4oz,Top 10%,Vendor Outreach,Transportation issue,N,N,237,206,87.1,88.6,87.1,88.4,91.1,79.9,88.0,78.1,Y,N,Y,2025-09-20,2025-09-22,2025-09-24,2025-09-24,2025-09-25,8.1,7.3,5.7,5.8,9.5,56,369,30,24.66,0.9555,0.9087,A,N,N,88.8,7.1,86.0,4.7,0.4747,237,242
SUNRISE,88345,43823,NC,32266,202537,PET CARE,THOR ODINSON,9,PET SUPPLIES,Multivitamin 90ct,Top 10%,Escalate to Merchant,Low fill rate (<85%),Y,Y,130,68,52.0,58.5,56.3,64.6,48.0,49.8,53.6,40.4,Y,Y,N,2025-09-22,2025-09-22,2025-09-22,2025-09-22,2025-09-23,4.8,8.3,6.2,1.7,3.1,331,918,99,29.37,0.408,0.3684,A,N,Y,56.8,4.8,53.7,2.5,0.227,130,287
NOVAPHARM,41892,37775,NC,32267,202537,CONSUMER HEALTH CARE,NATASHA ROMANOV,1,DIGESTIVE HEALTH,Multivitamin 90ct,Bottom 50%,Vendor Outreach,>5 days late,Y,Y,376,304,80.9,91.5,81.1,84.3,78.7,79.9,90.1,80.1,Y,N,Y,2025-08-26,2025-08-27,2025-08-27,2025-08-29,2025-08-30,6.7,7.1,6.6,5.2,8.6,371,778,66,31.23,0.9038,0.8635,A,N,N,83.9,6.9,82.5,8.7,0.1107,376,205
GREENLEAF,61234,14903,OH,32268,202541,CONSUMER HEALTH CARE,THOR ODINSON,3,COLD & ALLERGY,Shampoo 12oz,Bottom 50%,Vendor Outreach,Transportation issue,,N,370,320,86.4,83.1,70.1,90.5,75.5,87.0,81.7,95.8,Y,Y,Y,2025-08-19,2025-08-18,2025-08-20,2025-08-26,2025-08-26,16.9,16.1,11.8,16.2,15.4,456,1509,198,28.67,0.3956,0.4453,A,N,Y,79.8,14.9,83.9,11.0,0.5475,370,59
MEDIQ,55013,50572,AZ,32269,202535,CONSUMER HEALTH CARE,THOR ODINSON,2,VITAMINS & SUPPLEMENTS,Sunscreen SPF50 4oz,Bottom 50%,Escalate to Merchant,Demand spike,,Y,136,110,81.1,68.6,84.5,86.6,78.8,83.7,87.0,93.5,Y,N,N,2025-09-30,2025-09-27,2025-09-29,2025-09-30,2025-09-30,-0.2,4.8,-0.9,-6.6,2.2,186,1809,146,23.67,0.8163,0.852,A,N,N,79.6,-0.1,83.3,-0.6,0.5284,136,201
ULTRAMED,75012,64158,AZ,32270,202534,BABY & CHILD,PETER PARKER,8,BABY CARE,Bandage Assorted 30ct,Top 10%,Escalate to Merchant,Weather delay,,Y,379,161,42.5,45.6,30.5,38.2,40.8,48.6,47.3,28.3,Y,Y,Y,2025-09-22,2025-09-22,2025-09-22,2025-09-22,2025-09-22,9.3,6.8,7.9,6.9,5.7,374,271,203,62.58,0.6073,0.5772,A,N,Y,38.8,6.8,40.4,6.0,0.4336,379,68
PRIMECARE,34567,15017,AZ,32271,202536,CONSUMER HEALTH CARE,PETER PARKER,3,COLD & ALLERGY,Sunscreen SPF50 4oz,Top 10%,Escalate to Merchant,>5 days late,Y,Y,213,138,65.0,71.2,78.8,63.9,78.4,70.6,70.5,43.5,Y,Y,Y,2025-09-10,2025-09-08,2025-09-08,2025-09-09,2025-09-09,9.2,14.2,3.7,8.2,7.0,140,879,41,24.12,0.4193,0.4405,A,N,Y,73.1,8.3,68.3,6.5,0.1416,213,229
BIOPLEX,72398,31565,IL,32272,202541,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Probiotic 30ct,Bottom 50%,Escalate to Merchant,Manufacturing shortage,,Y,402,299,74.5,82.9,72.7,83.4,69.1,79.0,65.3,78.7,Y,Y,N,2025-09-17,2025-09-19,2025-09-20,2025-09-20,2025-09-20,3.1,1.9,-0.8,11.0,7.7,459,989,75,30.8,0.4998,0.4814,A,N,Y,77.0,5.0,75.3,5.8,0.1017,402,240
ULTRAMED,75012,68894,NC,32273,202537,CONSUMER HEALTH CARE,DIANA PRINCE,2,VITAMINS & SUPPLEMENTS,Vitamin C 500mg 60ct,Top 10%,Escalate to Merchant,>5 days late,Y,Y,146,85,58.5,46.9,53.9,57.1,53.2,63.6,78.9,52.2,Y,Y,Y,2025-09-22,2025-09-25,2025-09-25,2025-10-02,2025-10-04,14.7,12.7,16.8,13.9,17.1,233,897,210,29.88,0.4407,0.4735,A,N,Y,52.8,15.1,56.5,17.5,0.3065,146,201
BIOMED,48902,87973,FL,32274,202540,PET CARE,NATASHA ROMANOV,9,PET SUPPLIES,Probiotic 30ct,Top 10%,Escalate to Merchant,Demand spike,N,Y,387,272,70.3,64.3,72.8,57.1,57.8,86.6,49.8,71.6,Y,Y,N,2025-09-10,2025-09-10,2025-09-12,2025-09-12,2025-09-14,2.5,1.2,6.5,5.5,-0.2,148,1794,215,24.05,0.3847,0.4124,A,N,Y,63.0,3.2,65.7,2.3,0.5354,387,247
ULTRAMED,75012,61879,CA,32275,202542,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,6,HAIR CARE,Dog Food Dry 20lb,Top 10%,Escalate to Merchant,Low fill rate (<85%),,Y,500,345,69.0,67.7,62.9,85.2,79.1,62.5,86.5,69.5,Y,Y,N,2025-09-08,2025-09-07,2025-09-08,2025-09-08,2025-09-10,-1.8,-0.1,0.6,0.5,-6.9,220,545,284,38.5,0.6894,0.6587,A,N,Y,73.7,-1.5,72.1,-4.5,0.2757,500,98
HEALTHCORP,80021,77800,FL,32276,202535,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Dog Food Dry 20lb,Top 50%,Vendor Outreach,Weather delay,Y,Y,114,71,62.2,52.7,51.9,68.4,52.8,61.5,72.3,67.3,Y,Y,Y,2025-09-04,2025-09-01,2025-09-03,2025-09-06,2025-09-06,7.4,6.8,12.5,7.8,9.8,380,1553,66,25.74,0.6934,0.7068,A,N,Y,56.5,9.2,61.8,9.4,0.3409,114,135
VITAGEN,91123,44141,CA,32277,202536,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Allergy Relief 24ct,Top 10%,Escalate to Merchant,>5 days late,Y,Y,376,313,83.3,78.2,85.9,80.4,87.0,81.5,87.2,88.2,Y,N,Y,2025-09-01,2025-09-04,2025-09-04,2025-09-07,2025-09-07,8.7,5.9,8.8,10.3,6.2,249,1331,39,24.33,0.761,0.753,A,N,N,82.9,7.8,84.6,6.0,0.2344,376,101
GREENLEAF,61234,92734,NC,32278,202539,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Pain Reliever 50ct,Bottom 50%,Vendor Outreach,Weather delay,N,N,297,297,99.9,99.3,99.4,93.8,99.1,100,100,90.5,N,N,N,2025-08-15,2025-08-12,2025-08-14,2025-08-14,2025-08-15,3.3,2.5,4.3,2.2,3.9,140,1036,102,24.67,0.9764,0.9613,A,N,N,97.9,3.2,98.3,1.6,0.2962,297,214
BIOPLEX,72398,32670,IL,32279,202535,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,5,PERSONAL CARE,Fiber Supplement 90ct,Top 50%,Escalate to Merchant,Weather delay,Y,Y,442,291,65.9,63.8,68.6,70.6,64.4,57.5,55.7,69.5,Y,Y,Y,2025-08-24,2025-08-26,2025-08-26,2025-08-29,2025-08-29,10.1,7.2,7.2,6.6,11.8,455,119,261,140.34,0.4012,0.3922,A,N,Y,66.8,8.2,63.5,5.7,0.1516,442,175
MEDIQ,55013,56890,IL,32280,202539,CONSUMER HEALTH CARE,NATASHA ROMANOV,2,VITAMINS & SUPPLEMENTS,Baby Wipes 80ct,Top 50%,Vendor Outreach,Manufacturing shortage,N,Y,449,242,53.8,66.0,54.5,52.7,48.4,47.4,50.9,54.1,Y,Y,N,2025-09-26,2025-09-29,2025-10-01,2025-10-01,2025-10-03,-0.0,1.1,-1.4,-0.2,-0.7,457,1373,215,29.79,0.5729,0.5664,A,N,Y,55.4,-0.3,54.3,0.2,0.1211,449,150
NOVAPHARM,41892,26265,WA,32281,202539,CONSUMER HEALTH CARE,NATASHA ROMANOV,3,COLD & ALLERGY,Immune Support 60ct,Bottom 50%,Escalate to Merchant,Weather delay,Y,Y,171,112,65.4,60.5,62.9,76.6,80.1,46.7,71.0,62.0,Y,Y,Y,2025-08-02,2025-07-30,2025-07-31,2025-08-01,2025-08-02,18.6,22.2,19.5,15.9,18.1,370,666,140,35.32,0.4269,0.4115,A,N,Y,70.0,18.9,66.6,20.6,0.277,171,242
ULTRAMED,75012,25913,GA,32282,202534,CONSUMER HEALTH CARE,CAROL DANVERS,10,FIRST AID,Pain Reliever 50ct,Top 10%,Vendor Outreach,>5 days late,N,N,472,402,85.2,90.8,89.5,81.9,77.3,87.7,89.8,91.5,Y,Y,Y,2025-08-08,2025-08-05,2025-08-06,2025-08-07,2025-08-08,19.5,17.8,25.0,17.1,19.2,168,1458,194,24.97,0.408,0.375,A,N,Y,84.9,19.8,87.8,21.2,0.4879,472,221
PRIMECARE,34567,97586,TX,32283,202537,PET CARE,BRUCE BANNER,9,PET SUPPLIES,Diaper Size 3 160ct,Top 50%,Escalate to Merchant,>5 days late,,Y,388,239,61.6,68.4,59.0,75.1,58.1,62.0,62.9,49.1,Y,Y,Y,2025-09-01,2025-08-29,2025-08-29,2025-08-29,2025-08-31,11.3,8.7,7.2,11.6,12.5,110,1008,197,26.09,0.3752,0.3357,A,N,Y,65.2,10.0,62.2,12.6,0.3043,388,88
NOVAPHARM,41892,27047,IL,32284,202541,BEAUTY & PERSONAL CARE,PETER PARKER,6,HAIR CARE,Fiber Supplement 90ct,Bottom 50%,Vendor Outreach,Low fill rate (<85%),N,N,312,275,88.0,85.6,89.8,77.2,93.7,98.0,84.8,95.1,N,N,N,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,-1.2,0.8,-0.8,5.1,-0.9,60,1948,281,23.5,0.7244,0.7175,A,N,N,86.6,1.0,89.2,2.4,0.1239,312,149
NOVAPHARM,41892,16440,NY,32285,202538,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Baby Wipes 80ct,Top 10%,Vendor Outreach,>5 days late,N,N,140,131,93.9,100,84.7,92.2,82.8,98.8,81.6,77.8,Y,N,Y,2025-08-18,2025-08-16,2025-08-18,2025-08-21,2025-08-22,9.3,12.4,6.9,9.6,13.0,201,257,112,44.36,0.9128,0.9508,A,N,N,89.9,10.5,88.9,11.8,0.3866,140,157
AKZE,32274,22352,FL,32286,202541,PET CARE,THOR ODINSON,9,PET SUPPLIES,Immune Support 60ct,Top 10%,Escalate to Merchant,>5 days late,,Y,486,388,79.9,80.4,86.8,84.6,82.1,83.5,77.3,88.9,Y,Y,Y,2025-08-01,2025-08-02,2025-08-03,2025-08-06,2025-08-08,11.0,11.3,17.1,10.0,13.4,0,1050,126,22.4,0.489,0.4435,A,N,Y,83.5,13.0,83.9,16.0,0.3264,486,85
NOVAPHARM,41892,49924,GA,32287,202539,BABY & CHILD,CAROL DANVERS,8,BABY CARE,Sunscreen SPF50 4oz,Top 10%,Vendor Outreach,Demand spike,Y,N,181,172,95.0,96.3,94.8,100,98.2,89.0,90.1,100,N,N,N,2025-08-27,2025-08-30,2025-08-30,2025-08-30,2025-08-31,2.6,6.1,5.6,2.5,2.0,254,113,125,87.08,0.8675,0.8871,A,N,N,97.3,4.0,95.0,4.6,0.5143,181,203
NOVAPHARM,41892,45903,AZ,32288,202536,BABY & CHILD,DIANA PRINCE,8,BABY CARE,Diaper Size 3 160ct,Top 10%,Escalate to Merchant,Demand spike,N,Y,397,220,55.3,50.1,64.6,61.4,53.1,59.1,65.1,50.8,Y,Y,N,2025-08-01,2025-08-01,2025-08-03,2025-08-03,2025-08-04,-1.1,-6.5,-6.0,-3.3,-1.9,348,357,267,54.45,0.6867,0.6991,A,N,Y,57.3,-4.4,57.7,-5.3,0.107,397,30
BIOPLEX,72398,87735,TX,32289,202538,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Sunscreen SPF50 4oz,Top 10%,Vendor Outreach,>5 days late,N,N,230,218,94.9,89.1,100,94.9,91.1,100,100,85.7,Y,N,Y,2025-08-28,2025-08-29,2025-08-29,2025-09-02,2025-09-02,17.5,22.0,16.1,20.5,21.3,16,1019,181,23.87,0.7721,0.79,A,N,N,93.8,20.0,94.0,21.3,0.5141,230,169
GREENLEAF,61234,67123,GA,32290,202537,CONSUMER HEALTH CARE,BRUCE BANNER,10,FIRST AID,Shampoo 12oz,Top 10%,Escalate to Merchant,Demand spike,,Y,263,169,64.4,63.3,67.6,54.1,59.8,57.0,62.2,70.5,Y,Y,N,2025-08-23,2025-08-23,2025-08-24,2025-08-25,2025-08-26,-1.0,-3.3,-2.2,-4.3,-2.1,236,106,286,118.49,0.3106,0.3373,A,N,Y,61.2,-3.0,61.8,-2.1,0.3305,263,75
BIOMED,48902,84130,OH,32291,202536,CONSUMER HEALTH CARE,NATASHA ROMANOV,1,DIGESTIVE HEALTH,Fiber Supplement 90ct,Top 50%,Vendor Outreach,Low fill rate (<85%),,Y,53,32,60.4,62.7,61.2,50.8,62.2,57.5,57.4,83.6,Y,Y,N,2025-08-08,2025-08-10,2025-08-12,2025-08-12,2025-08-14,-1.3,0.4,-4.8,-3.5,-6.9,104,1107,73,23.2,0.5248,0.5715,A,N,Y,59.2,-3.7,62.8,-0.5,0.2399,53,13
GREENLEAF,61234,36306,TX,32292,202536,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Antacid Tablet 100ct,Top 50%,Vendor Outreach,>5 days late,N,Y,111,70,62.9,63.0,66.6,72.3,64.4,48.8,74.5,60.1,Y,Y,Y,2025-09-24,2025-09-26,2025-09-28,2025-09-28,2025-09-29,8.8,12.1,10.9,5.6,10.8,74,1352,11,21.26,0.3739,0.4058,A,N,Y,66.6,9.8,63.2,9.1,0.2305,111,61
PRIMECARE,34567,58147,OH,32293,202535,BEAUTY & PERSONAL CARE,PETER PARKER,7,SKIN CARE,Fiber Supplement 90ct,Bottom 50%,Vendor Outreach,Demand spike,Y,Y,466,274,58.7,54.6,67.4,60.2,57.6,58.2,55.0,69.6,Y,Y,N,2025-09-16,2025-09-16,2025-09-17,2025-09-17,2025-09-17,4.3,10.6,6.0,7.6,3.5,183,1075,257,28.19,0.3843,0.4246,A,N,Y,60.0,6.9,59.4,6.5,0.2583,466,298
PRIMECARE,34567,28355,OH,32294,202535,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Fiber Supplement 90ct,Top 10%,Vendor Outreach,Transportation issue,Y,N,380,351,92.3,100,89.8,97.6,100,80.6,91.8,91.6,N,N,N,2025-09-16,2025-09-14,2025-09-14,2025-09-14,2025-09-16,2.1,6.7,-2.8,-0.8,2.8,54,1072,243,25.54,0.7939,0.7671,A,N,N,96.8,1.5,93.0,2.1,0.5049,380,99
VITAGEN,91123,65057,TX,32295,202538,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Immune Support 60ct,Bottom 50%,Vendor Outreach,>5 days late,,N,483,465,96.2,78.5,89.0,99.0,94.9,94.8,98.0,99.6,Y,N,Y,2025-08-29,2025-08-31,2025-09-01,2025-09-02,2025-09-02,12.7,16.6,12.4,13.4,14.9,379,381,222,51.55,0.936,0.9669,A,N,N,90.3,14.3,94.0,16.8,0.1433,483,27
AKZE,32274,57128,NY,32296,202535,CONSUMER HEALTH CARE,DIANA PRINCE,10,FIRST AID,Cat Litter 40lb,Top 50%,Escalate to Merchant,Manufacturing shortage,N,Y,399,288,72.1,81.8,66.0,57.0,72.5,63.9,68.2,65.5,Y,Y,N,2025-09-06,2025-09-03,2025-09-03,2025-09-04,2025-09-04,1.9,5.2,2.9,-1.2,-2.4,60,1071,118,23.32,0.3206,0.3247,A,N,Y,69.3,1.1,67.5,4.8,0.4165,399,44
BIOPLEX,72398,19801,AZ,32297,202542,CONSUMER HEALTH CARE,NATASHA ROMANOV,10,FIRST AID,Dog Food Dry 20lb,Bottom 50%,Vendor Outreach,>5 days late,Y,N,306,274,89.7,91.8,82.3,82.9,97.9,83.1,100,80.8,N,N,N,2025-08-09,2025-08-07,2025-08-09,2025-08-10,2025-08-12,2.6,1.4,4.6,0.0,7.0,467,1848,31,25.39,0.7683,0.7256,A,N,N,88.7,3.2,89.8,1.8,0.2556,306,46
GREENLEAF,61234,90272,TX,32298,202536,PET CARE,DIANA PRINCE,9,PET SUPPLIES,Sunscreen SPF50 4oz,Top 50%,Escalate to Merchant,Manufacturing shortage,Y,Y,71,32,44.6,38.9,44.7,39.2,52.0,47.8,28.6,47.2,Y,Y,N,2025-09-05,2025-09-05,2025-09-05,2025-09-06,2025-09-07,-1.8,5.1,-7.6,-3.1,-3.8,356,306,220,57.65,0.5805,0.5855,A,N,Y,43.7,-2.4,41.9,-1.7,0.2544,71,39
SYNCO,67441,22057,NC,32299,202540,CONSUMER HEALTH CARE,BRUCE BANNER,1,DIGESTIVE HEALTH,Dog Food Dry 20lb,Top 10%,Escalate to Merchant,>5 days late,N,Y,463,347,74.9,77.6,52.6,64.7,87.6,76.1,76.1,71.9,Y,Y,Y,2025-08-19,2025-08-17,2025-08-19,2025-08-22,2025-08-23,7.9,7.4,10.5,2.9,4.1,336,300,39,45.0,0.3306,0.3744,A,N,Y,70.6,6.2,73.0,9.2,0.4209,463,197
BIOPLEX,72398,95674,IL,32300,202539,PET CARE,NATASHA ROMANOV,9,PET SUPPLIES,Bandage Assorted 30ct,Top 10%,Vendor Outreach,Transportation issue,N,Y,307,137,44.6,39.9,51.4,53.4,41.8,60.1,52.9,49.9,Y,Y,Y,2025-08-16,2025-08-18,2025-08-19,2025-08-24,2025-08-25,10.6,7.5,11.3,13.4,11.3,487,283,10,55.12,0.4996,0.453,A,N,Y,46.6,10.9,48.9,10.6,0.4846,307,206
AKZE,32274,60146,NY,32301,202537,BABY & CHILD,BRUCE BANNER,8,BABY CARE,Vitamin C 500mg 60ct,Top 50%,Vendor Outreach,Weather delay,,N,144,137,94.9,100,83.4,92.5,100,97.6,100,88.2,Y,N,Y,2025-09-18,2025-09-15,2025-09-16,2025-09-22,2025-09-23,17.3,23.1,14.2,18.8,13.6,400,1543,29,25.56,0.9341,0.9394,A,N,N,94.0,17.4,96.0,16.0,0.3086,144,300
BIOPLEX,72398,31305,NY,32302,202536,BABY & CHILD,BRUCE BANNER,8,BABY CARE,Dog Food Dry 20lb,Top 10%,Vendor Outreach,>5 days late,,N,193,187,97.0,100,96.0,97.0,100,92.8,100,91.3,N,N,N,2025-08-12,2025-08-12,2025-08-13,2025-08-13,2025-08-14,2.6,0.7,5.4,5.3,1.6,4,1005,18,20.44,0.9801,0.9781,A,N,N,98.2,3.2,97.2,4.0,0.5225,193,151
BIOMED,48902,51160,TX,32303,202538,BABY & CHILD,DIANA PRINCE,8,BABY CARE,Moisturizer SPF30 3oz,Bottom 50%,Vendor Outreach,Partial shipment,N,N,191,170,88.9,84.2,83.2,89.1,96.3,100,85.7,84.1,N,N,N,2025-09-15,2025-09-13,2025-09-13,2025-09-14,2025-09-15,2.6,0.2,-2.9,1.8,2.2,8,1439,180,22.61,0.8567,0.8112,A,N,N,88.2,0.3,89.0,1.3,0.1509,191,49
SYNCO,67441,52701,NC,32304,202535,BEAUTY & PERSONAL CARE,CAROL DANVERS,6,HAIR CARE,Probiotic 30ct,Top 10%,Vendor Outreach,Weather delay,Y,Y,498,261,52.5,63.3,54.2,38.6,69.2,58.7,47.8,58.7,Y,Y,Y,2025-09-08,2025-09-06,2025-09-07,2025-09-09,2025-09-09,6.5,5.6,13.2,8.4,7.1,193,1751,298,25.61,0.313,0.3356,A,N,Y,56.3,8.6,55.3,3.5,0.3544,498,290
VITAGEN,91123,80643,TX,32305,202541,PET CARE,BRUCE BANNER,9,PET SUPPLIES,Vitamin C 500mg 60ct,Top 10%,Escalate to Merchant,Weather delay,,Y,316,188,59.4,78.4,57.6,74.5,57.8,65.2,60.0,73.1,Y,Y,Y,2025-09-26,2025-09-26,2025-09-27,2025-09-27,2025-09-28,11.4,8.2,18.8,10.3,8.4,286,1085,39,25.99,0.6659,0.6812,A,N,Y,67.1,11.4,65.2,10.1,0.4725,316,74
SYNCO,67441,63427,NC,32306,202538,CONSUMER HEALTH CARE,DIANA PRINCE,3,COLD & ALLERGY,Immune Support 60ct,Top 50%,Vendor Outreach,Low fill rate (<85%),Y,N,224,201,89.7,97.0,93.8,100,88.6,80.4,79.5,100,N,N,N,2025-08-07,2025-08-05,2025-08-05,2025-08-06,2025-08-06,-1.9,-5.5,-6.4,0.6,-2.7,353,391,37,39.95,0.7384,0.7751,A,N,N,94.8,-3.5,90.4,0.3,0.281,224,295
SUNRISE,88345,48455,TX,32307,202535,BEAUTY & PERSONAL CARE,THOR ODINSON,6,HAIR CARE,Cough Syrup 8oz,Top 10%,Vendor Outreach,Partial shipment,Y,N,73,63,86.1,77.6,100,76.7,95.7,80.1,85.6,77.6,N,N,N,2025-09-02,2025-08-30,2025-08-30,2025-08-30,2025-09-01,3.3,2.8,-1.5,-1.4,0.3,303,807,232,33.26,0.81,0.8039,A,N,N,87.5,0.0,84.1,-0.1,0.2338,73,184
GREENLEAF,61234,77853,AZ,32308,202540,CONSUMER HEALTH CARE,BRUCE BANNER,10,FIRST AID,Diaper Size 3 160ct,Top 10%,Vendor Outreach,Low fill rate (<85%),,Y,246,133,54.0,55.9,58.0,59.1,42.0,59.5,53.6,43.6,Y,Y,N,2025-08-15,2025-08-13,2025-08-14,2025-08-15,2025-08-17,2.3,1.8,1.3,3.8,1.5,385,267,118,57.68,0.5666,0.5307,A,N,Y,53.8,2.1,53.9,3.1,0.5061,246,286
SYNCO,67441,10873,WA,32309,202537,CONSUMER HEALTH CARE,NATASHA ROMANOV,1,DIGESTIVE HEALTH,Eye Drops 0.5oz,Bottom 50%,Vendor Outreach,Demand spike,,Y,342,201,58.8,73.5,54.9,60.2,41.7,63.9,55.0,41.3,Y,Y,N,2025-09-12,2025-09-09,2025-09-10,2025-09-10,2025-09-12,-1.2,-2.5,-1.1,0.4,0.6,406,505,38,37.58,0.4308,0.4315,A,N,Y,57.6,-0.7,56.0,2.1,0.2417,342,29
NOVAPHARM,41892,78327,GA,32310,202534,CONSUMER HEALTH CARE,NATASHA ROMANOV,4,PAIN MANAGEMENT,Cat Litter 40lb,Bottom 50%,Vendor Outreach,Weather delay,,N,371,316,85.1,90.2,91.0,96.3,80.9,84.7,89.7,90.2,N,N,N,2025-08-14,2025-08-11,2025-08-12,2025-08-12,2025-08-13,-0.0,-4.5,-0.9,-1.0,-4.8,285,1301,106,26.01,0.9059,0.8598,A,N,N,89.6,-2.8,88.4,-3.8,0.2056,371,188
BIOMED,48902,96106,FL,32311,202538,BEAUTY & PERSONAL CARE,BRUCE BANNER,5,PERSONAL CARE,Dog Food Dry 20lb,Bottom 50%,Escalate to Merchant,Weather delay,Y,Y,300,225,75.1,64.9,69.2,79.8,71.5,75.5,87.7,85.8,Y,Y,Y,2025-08-12,2025-08-12,2025-08-13,2025-08-14,2025-08-15,17.3,14.4,18.9,17.4,20.5,356,865,65,29.73,0.6095,0.6079,A,N,Y,71.3,17.8,76.4,15.6,0.113,300,147
SYNCO,67441,63609,CA,32312,202538,PET CARE,BRUCE BANNER,9,PET SUPPLIES,Cough Syrup 8oz,Bottom 50%,Vendor Outreach,Transportation issue,Y,Y,260,149,57.2,49.7,60.1,62.6,53.9,56.2,50.0,60.1,Y,Y,Y,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-14,12.1,9.8,14.7,9.5,12.4,276,90,10,83.56,0.621,0.58,A,N,Y,56.6,11.6,55.9,10.4,0.3334,260,195
SYNCO,67441,30577,AZ,32313,202538,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Dog Food Dry 20lb,Top 50%,Vendor Outreach,Vendor capacity constraint,Y,N,241,217,90.0,73.1,92.8,100,92.0,89.2,100,92.4,N,N,N,2025-09-10,2025-09-13,2025-09-15,2025-09-15,2025-09-15,-1.3,-1.1,-2.2,-1.4,-0.6,139,1585,63,22.55,0.9358,0.9236,A,N,N,89.5,-1.3,90.3,0.9,0.1344,241,268
SUNRISE,88345,64444,CA,32314,202536,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Cat Litter 40lb,Top 50%,Vendor Outreach,Transportation issue,,N,351,340,96.9,100,100,94.2,100,95.2,96.8,96.1,Y,N,Y,2025-08-27,2025-08-28,2025-08-29,2025-09-01,2025-09-02,10.0,12.0,7.4,8.7,8.1,464,1489,273,29.9,0.8469,0.8351,A,N,N,98.5,9.1,97.6,12.3,0.4216,351,241
